Record Date,Security Type Description,Security Class Description,Debt Held by the Public (in Millions),Intragovernmental Holdings (in Millions),Total Public Debt Outstanding (in Millions),Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2009-11-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2010,1,2009,4,11,30
2009-11-30,Nonmarketable,Foreign Series,4385.64859,0,4385.64859,8,2010,1,2009,4,11,30
2009-11-30,Nonmarketable,Government Account Series,119918.70984295,4377489.17903069,4497407.88887364,12,2010,1,2009,4,11,30
2009-11-30,Nonmarketable,Hope Bonds,0,492.26369613,492.26369613,13,2010,1,2009,4,11,30
2009-11-30,Nonmarketable,Other,1501.47912202,0,1501.47912202,14,2010,1,2009,4,11,30
2009-11-30,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2010,1,2009,4,11,30
2009-11-30,Nonmarketable,State and Local Government Series,212891.08760017,0,212891.08760017,10,2010,1,2009,4,11,30
2009-11-30,Nonmarketable,United States Savings Securities,191799.48784497,0,191799.48784497,11,2010,1,2009,4,11,30
2009-10-31,Marketable,Bills,1852330.9062,6175.809,1858506.7152,1,2010,1,2009,4,10,31
2009-10-31,Marketable,Bonds,689020.60265,2867.056,691887.65865,3,2010,1,2009,4,10,31
2009-10-31,Marketable,Federal Financing Bank,0,11921,11921,5,2010,1,2009,4,10,31
2009-10-31,Marketable,Notes,3816792.1487,1431.589,3818223.7377,2,2010,1,2009,4,10,31
2009-10-31,Marketable,Treasury Inflation-Protected Securities,566785.98960782,307.70137631,567093.69098413,4,2010,1,2009,4,10,31
2009-10-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2010,1,2009,4,10,31
2009-10-31,Nonmarketable,Foreign Series,4385.64859,0,4385.64859,8,2010,1,2009,4,10,31
2009-10-31,Nonmarketable,Government Account Series,119127.02776738,4382008.18276055,4501135.21052793,12,2010,1,2009,4,10,31
2009-10-31,Nonmarketable,Hope Bonds,0,492.26369613,492.26369613,13,2010,1,2009,4,10,31
2009-10-31,Nonmarketable,Other,1491.72595352,0,1491.72595352,14,2010,1,2009,4,10,31
2009-10-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2010,1,2009,4,10,31
2009-10-31,Nonmarketable,State and Local Government Series,215785.04204804,0,215785.04204804,10,2010,1,2009,4,10,31
2009-10-31,Nonmarketable,United States Savings Securities,192171.68283367,0,192171.68283367,11,2010,1,2009,4,10,31
2009-10-31,Total Marketable,_,6924929.64715782,22703.15537631,6947632.80253413,6,2010,1,2009,4,10,31
2009-10-31,Total Nonmarketable,_,562957.36019261,4382501.44645668,4945457.80664929,15,2010,1,2009,4,10,31
2009-10-31,Total Public Debt Outstanding,_,7487887.00735043,4405203.60183299,11893090.6091834,16,2010,1,2009,4,10,31
2009-09-30,Total Nonmarketable,_,563924.23224261,4336171.95902059,4900096.1912632,15,2009,4,2009,3,09,30
2009-09-30,Marketable,Bills,1986173.4469,6334.459,1992507.9059,1,2009,4,2009,3,09,30
2009-09-30,Marketable,Bonds,677490.86735,2309.171,679800.03835,3,2009,4,2009,3,09,30
2009-09-30,Marketable,Federal Financing Bank,0,11921,11921,5,2009,4,2009,3,09,30
2009-09-30,Marketable,Notes,3772964.3659,802.842,3773767.2079,2,2009,4,2009,3,09,30
2009-09-30,Marketable,Treasury Inflation-Protected Securities,551308.42274203,427.81279915,551736.23554118,4,2009,4,2009,3,09,30
2009-09-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2009,4,2009,3,09,30
2009-09-30,Nonmarketable,Foreign Series,4885.64859,0,4885.64859,8,2009,4,2009,3,09,30
2009-09-30,Nonmarketable,Government Account Series,118635.55106319,4335679.92228147,4454316.47334466,12,2009,4,2009,3,09,30
2009-09-30,Nonmarketable,Hope Bonds,0,492.03673912,492.03673912,13,2009,4,2009,3,09,30
2009-09-30,Nonmarketable,Other,1466.451192,0,1466.451192,14,2009,4,2009,3,09,30
2009-09-30,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2009,4,2009,3,09,30
2009-09-30,Nonmarketable,State and Local Government Series,216487.88070344,0,216487.88070344,10,2009,4,2009,3,09,30
2009-09-30,Nonmarketable,United States Savings Securities,192452.46769398,0,192452.46769398,11,2009,4,2009,3,09,30
2009-09-30,Total Marketable,_,6987937.10289203,21796.28479915,7009733.38769118,6,2009,4,2009,3,09,30
2009-09-30,Total Public Debt Outstanding,_,7551862.33513464,4357967.24381974,11909828.5789544,16,2009,4,2009,3,09,30
2009-08-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2009,4,2009,3,08,31
2009-08-31,Nonmarketable,Foreign Series,4485.64859,0,4485.64859,8,2009,4,2009,3,08,31
2009-08-31,Nonmarketable,Government Account Series,118945.3309113,4306997.95218939,4425942.28310069,12,2009,4,2009,3,08,31
2009-08-31,Nonmarketable,Hope Bonds,0,492.03673912,492.03673912,13,2009,4,2009,3,08,31
2009-08-31,Nonmarketable,Other,1555.81967677,0,1555.81967677,14,2009,4,2009,3,08,31
2009-08-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2009,4,2009,3,08,31
2009-08-31,Nonmarketable,State and Local Government Series,218336.4973195,0,218336.4973195,10,2009,4,2009,3,08,31
2009-08-31,Nonmarketable,United States Savings Securities,192822.17318216,0,192822.17318216,11,2009,4,2009,3,08,31
2009-08-31,Total Marketable,_,6918003.77259373,21236.46159435,6939239.23418808,6,2009,4,2009,3,08,31
2009-08-31,Total Nonmarketable,_,566140.70267973,4307489.98892851,4873630.69160824,15,2009,4,2009,3,08,31
2009-08-31,Total Public Debt Outstanding,_,7484145.47527346,4328725.45052286,11812869.9257963,16,2009,4,2009,3,08,31
2009-08-31,Marketable,Bills,2062264.6421,6229.84,2068494.4821,1,2009,4,2009,3,08,31
2009-08-31,Marketable,Bonds,665743.82825,2032.375,667776.20325,3,2009,4,2009,3,08,31
2009-08-31,Marketable,Federal Financing Bank,0,11921,11921,5,2009,4,2009,3,08,31
2009-08-31,Marketable,Notes,3638048.6974,586.276,3638634.9734,2,2009,4,2009,3,08,31
2009-08-31,Marketable,Treasury Inflation-Protected Securities,551946.60484373,465.97059435,552412.57543808,4,2009,4,2009,3,08,31
2009-07-31,Total Public Debt Outstanding,_,7335598.18754993,4333677.60847326,11669276.7960232,16,2009,4,2009,3,07,31
2009-07-31,Marketable,Bills,2014175.5363,6308.311,2020483.8473,1,2009,4,2009,3,07,31
2009-07-31,Marketable,Bonds,653069.4044,1775.959,654845.3634,3,2009,4,2009,3,07,31
2009-07-31,Marketable,Federal Financing Bank,0,11921,11921,5,2009,4,2009,3,07,31
2009-07-31,Marketable,Notes,3546950.3271,532.012,3547482.3391,2,2009,4,2009,3,07,31
2009-07-31,Marketable,Treasury Inflation-Protected Securities,547610.62998429,437.63618115,548048.26616544,4,2009,4,2009,3,07,31
2009-07-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2009,4,2009,3,07,31
2009-07-31,Nonmarketable,Foreign Series,5485.64859,0,5485.64859,8,2009,4,2009,3,07,31
2009-07-31,Nonmarketable,Government Account Series,119570.44409478,4312210.65355299,4431781.09764777,12,2009,4,2009,3,07,31
2009-07-31,Nonmarketable,Hope Bonds,0,492.03673912,492.03673912,13,2009,4,2009,3,07,31
2009-07-31,Nonmarketable,Other,1573.52023837,0,1573.52023837,14,2009,4,2009,3,07,31
2009-07-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2009,4,2009,3,07,31
2009-07-31,Nonmarketable,State and Local Government Series,223900.58616376,0,223900.58616376,10,2009,4,2009,3,07,31
2009-07-31,Nonmarketable,United States Savings Securities,193266.85767873,0,193266.85767873,11,2009,4,2009,3,07,31
2009-07-31,Total Marketable,_,6761805.89778429,20974.91818115,6782780.81596544,6,2009,4,2009,3,07,31
2009-07-31,Total Nonmarketable,_,573793.28976564,4312702.69029211,4886494.98005775,15,2009,4,2009,3,07,31
2009-06-30,Total Nonmarketable,_,583173.11329017,4349992.73545261,4933164.84874278,15,2009,3,2009,2,06,30
2009-06-30,Total Public Debt Outstanding,_,7174911.9299287,4370362.9122906,11545274.8422193,16,2009,3,2009,2,06,30
2009-06-30,Marketable,Bills,2000458.0736,6004.792,2006462.8656,1,2009,3,2009,2,06,30
2009-06-30,Marketable,Bonds,642050.3618,1609.9508,643660.3126,3,2009,3,2009,2,06,30
2009-06-30,Marketable,Federal Financing Bank,0,11921,11921,5,2009,3,2009,2,06,30
2009-06-30,Marketable,Notes,3417318.5368,421.5787,3417740.1155,2,2009,3,2009,2,06,30
2009-06-30,Marketable,Treasury Inflation-Protected Securities,531912.84443853,412.85533799,532325.69977652,4,2009,3,2009,2,06,30
2009-06-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2009,3,2009,2,06,30
2009-06-30,Nonmarketable,Foreign Series,5985.64859,0,5985.64859,8,2009,3,2009,2,06,30
2009-06-30,Nonmarketable,Government Account Series,119112.4983263,4349500.9083935,4468613.4067198,12,2009,3,2009,2,06,30
2009-06-30,Nonmarketable,Hope Bonds,0,491.82705911,491.82705911,13,2009,3,2009,2,06,30
2009-06-30,Nonmarketable,Other,1522.32975624,0,1522.32975624,14,2009,3,2009,2,06,30
2009-06-30,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2009,3,2009,2,06,30
2009-06-30,Nonmarketable,State and Local Government Series,232964.85325987,0,232964.85325987,10,2009,3,2009,2,06,30
2009-06-30,Nonmarketable,United States Savings Securities,193591.55035776,0,193591.55035776,11,2009,3,2009,2,06,30
2009-06-30,Total Marketable,_,6591739.81663853,20370.17683799,6612109.99347652,6,2009,3,2009,2,06,30
2009-05-31,Nonmarketable,Government Account Series,119352.78172274,4280070.36624835,4399423.14797109,12,2009,3,2009,2,05,31
2009-05-31,Nonmarketable,Hope Bonds,0,491.82705911,491.82705911,13,2009,3,2009,2,05,31
2009-05-31,Nonmarketable,Other,1539.59966911,0,1539.59966911,14,2009,3,2009,2,05,31
2009-05-31,Total Nonmarketable,_,586768.18291856,4280562.19330746,4867330.37622602,15,2009,3,2009,2,05,31
2009-05-31,Total Public Debt Outstanding,_,7019321.55417487,4302278.41091186,11321599.9650867,16,2009,3,2009,2,05,31
2009-05-31,Marketable,Bills,2059386.6833,6014.649,2065401.3323,1,2009,3,2009,2,05,31
2009-05-31,Marketable,Bonds,631734.3399,811.5938,632545.9337,3,2009,3,2009,2,05,31
2009-05-31,Marketable,Federal Financing Bank,0,14000,14000,5,2009,3,2009,2,05,31
2009-05-31,Marketable,Notes,3210871.7888,431.1157,3211302.9045,2,2009,3,2009,2,05,31
2009-05-31,Marketable,Treasury Inflation-Protected Securities,530560.55925631,458.8591044,531019.41836071,4,2009,3,2009,2,05,31
2009-05-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2009,3,2009,2,05,31
2009-05-31,Nonmarketable,Foreign Series,6485.64859,0,6485.64859,8,2009,3,2009,2,05,31
2009-05-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2009,3,2009,2,05,31
2009-05-31,Nonmarketable,State and Local Government Series,235523.16385079,0,235523.16385079,10,2009,3,2009,2,05,31
2009-05-31,Nonmarketable,United States Savings Securities,193870.75608592,0,193870.75608592,11,2009,3,2009,2,05,31
2009-05-31,Total Marketable,_,6432553.37125631,21716.2176044,6454269.58886071,6,2009,3,2009,2,05,31
2009-04-30,Total Nonmarketable,_,590674.00819454,4284526.79877451,4875200.80696905,15,2009,3,2009,2,04,30
2009-04-30,Total Public Debt Outstanding,_,6930824.94347645,4307766.8895155,11238591.832992,16,2009,3,2009,2,04,30
2009-04-30,Marketable,Bills,1988380.153,6153.177,1994533.33,1,2009,3,2009,2,04,30
2009-04-30,Marketable,Bonds,618353.0993,2195.1678,620548.2671,3,2009,3,2009,2,04,30
2009-04-30,Marketable,Federal Financing Bank,0,14000,14000,5,2009,3,2009,2,04,30
2009-04-30,Marketable,Notes,3204051.1807,400.4097,3204451.5904,2,2009,3,2009,2,04,30
2009-04-30,Marketable,Treasury Inflation-Protected Securities,529366.50228191,491.33624099,529857.8385229,4,2009,3,2009,2,04,30
2009-04-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2009,3,2009,2,04,30
2009-04-30,Nonmarketable,Foreign Series,6985.64859,0,6985.64859,8,2009,3,2009,2,04,30
2009-04-30,Nonmarketable,Government Account Series,119870.80636239,4284034.9717154,4403905.77807779,12,2009,3,2009,2,04,30
2009-04-30,Nonmarketable,Hope Bonds,0,491.82705911,491.82705911,13,2009,3,2009,2,04,30
2009-04-30,Nonmarketable,Other,1628.40599963,0,1628.40599963,14,2009,3,2009,2,04,30
2009-04-30,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2009,3,2009,2,04,30
2009-04-30,Nonmarketable,State and Local Government Series,238194.74809802,0,238194.74809802,10,2009,3,2009,2,04,30
2009-04-30,Nonmarketable,United States Savings Securities,193998.1661445,0,193998.1661445,11,2009,3,2009,2,04,30
2009-04-30,Total Marketable,_,6340150.93528191,23240.09074099,6363391.0260229,6,2009,3,2009,2,04,30
2009-03-31,Total Nonmarketable,_,591190.3895887,4269629.97273181,4860821.36232051,15,2009,2,2009,1,03,31
2009-03-31,Total Public Debt Outstanding,_,6833543.4448633,4293397.7205329,11126941.1653962,16,2009,2,2009,1,03,31
2009-03-31,Marketable,Bills,2027691.222,5874.294,2033565.516,1,2009,2,2009,1,03,31
2009-03-31,Marketable,Bonds,617627.51287662,2920.92342338,620548.4363,3,2009,2,2009,1,03,31
2009-03-31,Marketable,Federal Financing Bank,0,14000,14000,5,2009,2,2009,1,03,31
2009-03-31,Marketable,Notes,3084283.2334,603.9567,3084887.1901,2,2009,2,2009,1,03,31
2009-03-31,Marketable,Treasury Inflation-Protected Securities,512751.08699798,368.57367771,513119.66067569,4,2009,2,2009,1,03,31
2009-03-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2009,2,2009,1,03,31
2009-03-31,Nonmarketable,Foreign Series,5985.64859,0,5985.64859,8,2009,2,2009,1,03,31
2009-03-31,Nonmarketable,Government Account Series,119542.96058551,4269139.29115656,4388682.25174207,12,2009,2,2009,1,03,31
2009-03-31,Nonmarketable,Hope Bonds,0,491.68157525,491.68157525,13,2009,2,2009,1,03,31
2009-03-31,Nonmarketable,Other,1594.28226467,0,1594.28226467,14,2009,2,2009,1,03,31
2009-03-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2009,2,2009,1,03,31
2009-03-31,Nonmarketable,State and Local Government Series,240096.14574525,0,240096.14574525,10,2009,2,2009,1,03,31
2009-03-31,Nonmarketable,United States Savings Securities,193975.11940327,0,193975.11940327,11,2009,2,2009,1,03,31
2009-03-31,Total Marketable,_,6242353.0552746,23767.74780109,6266120.80307569,6,2009,2,2009,1,03,31
2009-02-28,Marketable,Bills,1979786.9762,5780.078,1985567.0542,1,2009,2,2009,1,02,28
2009-02-28,Marketable,Bonds,606670.23368742,2682.93831258,609353.172,3,2009,2,2009,1,02,28
2009-02-28,Marketable,Federal Financing Bank,0,14000,14000,5,2009,2,2009,1,02,28
2009-02-28,Marketable,Notes,2891333.8984,627.3007,2891961.1991,2,2009,2,2009,1,02,28
2009-02-28,Marketable,Treasury Inflation-Protected Securities,511182.78248514,327.46905293,511510.25153807,4,2009,2,2009,1,02,28
2009-02-28,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2009,2,2009,1,02,28
2009-02-28,Nonmarketable,Foreign Series,4985.64859,0,4985.64859,8,2009,2,2009,1,02,28
2009-02-28,Nonmarketable,Government Account Series,117374.74299153,4274071.95761586,4391446.70060739,12,2009,2,2009,1,02,28
2009-02-28,Nonmarketable,Hope Bonds,0,491.68157525,491.68157525,13,2009,2,2009,1,02,28
2009-02-28,Nonmarketable,Other,1845.70706299,0,1845.70706299,14,2009,2,2009,1,02,28
2009-02-28,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2009,2,2009,1,02,28
2009-02-28,Nonmarketable,State and Local Government Series,241929.27949444,0,241929.27949444,10,2009,2,2009,1,02,28
2009-02-28,Nonmarketable,United States Savings Securities,194057.24898674,0,194057.24898674,11,2009,2,2009,1,02,28
2009-02-28,Total Marketable,_,5988973.89077256,23417.78606551,6012391.67683807,6,2009,2,2009,1,02,28
2009-02-28,Total Nonmarketable,_,590188.8601257,4274563.63919111,4864753.49931681,15,2009,2,2009,1,02,28
2009-02-28,Total Public Debt Outstanding,_,6579162.75089826,4297982.42525662,10877145.1761549,16,2009,2,2009,1,02,28
2009-01-31,Marketable,Bills,1792889.4798,5673.275,1798562.7548,1,2009,2,2009,1,01,31
2009-01-31,Marketable,Bonds,591889.54692396,2751.31507604,594640.862,3,2009,2,2009,1,01,31
2009-01-31,Marketable,Federal Financing Bank,0,14000,14000,5,2009,2,2009,1,01,31
2009-01-31,Marketable,Notes,2825174.2568,835.0797,2826009.3365,2,2009,2,2009,1,01,31
2009-01-31,Marketable,Treasury Inflation-Protected Securities,516209.082397,494.14464193,516703.22703893,4,2009,2,2009,1,01,31
2009-01-31,Nonmarketable,Government Account Series,115507.64121546,4290535.89334206,4406043.53455752,12,2009,2,2009,1,01,31
2009-01-31,Total Marketable,_,5726162.36592096,23753.81441797,5749916.18033893,6,2009,2,2009,1,01,31
2009-01-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2009,2,2009,1,01,31
2009-01-31,Nonmarketable,Foreign Series,4985.64859,0,4985.64859,8,2009,2,2009,1,01,31
2009-01-31,Nonmarketable,Hope Bonds,0,491.68157525,491.68157525,13,2009,2,2009,1,01,31
2009-01-31,Nonmarketable,Other,2037.29912518,0,2037.29912518,14,2009,2,2009,1,01,31
2009-01-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2009,2,2009,1,01,31
2009-01-31,Nonmarketable,State and Local Government Series,244799.56437145,0,244799.56437145,10,2009,2,2009,1,01,31
2009-01-31,Nonmarketable,United States Savings Securities,193809.76280422,0,193809.76280422,11,2009,2,2009,1,01,31
2009-01-31,Total Nonmarketable,_,591137.14910631,4291026.57491731,4882163.72402362,15,2009,2,2009,1,01,31
2009-01-31,Total Public Debt Outstanding,_,6317298.51502727,4314781.38933528,10632079.9043626,16,2009,2,2009,1,01,31
2008-12-31,Total Public Debt Outstanding,_,6369318.53033541,4330486.32041022,10699804.8507456,16,2009,1,2008,4,12,31
2008-12-31,Marketable,Bills,1861186.717,5479.607,1866666.324,1,2009,1,2008,4,12,31
2008-12-31,Marketable,Bonds,591867.08122672,2774.06177328,594641.143,3,2009,1,2008,4,12,31
2008-12-31,Marketable,Federal Financing Bank,0,14000,14000,5,2009,1,2008,4,12,31
2008-12-31,Marketable,Notes,2791514.112,692.22,2792206.332,2,2009,1,2008,4,12,31
2008-12-31,Marketable,Treasury Inflation-Protected Securities,529621.81613743,508.31030645,530130.12644388,4,2009,1,2008,4,12,31
2008-12-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2009,1,2008,4,12,31
2008-12-31,Nonmarketable,Foreign Series,3985.64859,0,3985.64859,8,2009,1,2008,4,12,31
2008-12-31,Nonmarketable,Government Account Series,115116.52803825,4306540.52430213,4421658.05234038,12,2009,1,2008,4,12,31
2008-12-31,Nonmarketable,Hope Bonds,0,490.59702836,490.59702836,13,2009,1,2008,4,12,31
2008-12-31,Nonmarketable,Other,2637.46008657,0,2637.46008657,14,2009,1,2008,4,12,31
2008-12-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2009,1,2008,4,12,31
2008-12-31,Nonmarketable,State and Local Government Series,249318.37776001,0,249318.37776001,10,2009,1,2008,4,12,31
2008-12-31,Nonmarketable,United States Savings Securities,194074.55649643,0,194074.55649643,11,2009,1,2008,4,12,31
2008-12-31,Total Marketable,_,5774189.72636415,23454.19907973,5797643.92544388,6,2009,1,2008,4,12,31
2008-12-31,Total Nonmarketable,_,595128.80397126,4307032.12133049,4902160.92530175,15,2009,1,2008,4,12,31
2008-11-30,Total Nonmarketable,_,598155.7433232,4240354.12720854,4838510.05177404,15,2009,1,2008,4,11,30
2008-11-30,Total Public Debt Outstanding,_,6396590.98639851,4264584.12720854,10661175.2948493,16,2009,1,2008,4,11,30
2008-11-30,Marketable,Bills,1998225.9193,5480,2003705.9193,1,2009,1,2008,4,11,30
2008-11-30,Marketable,Bonds,591491.6771,3149,594641.6771,3,2009,1,2008,4,11,30
2008-11-30,Marketable,Federal Financing Bank,0,14000,14000,5,2009,1,2008,4,11,30
2008-11-30,Marketable,Notes,2673928.3123,952,2674880.3123,2,2009,1,2008,4,11,30
2008-11-30,Marketable,Treasury Inflation-Protected Securities,534789.33437531,648,535437.33437531,4,2009,1,2008,4,11,30
2008-11-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2009,1,2008,4,11,30
2008-11-30,Nonmarketable,Foreign Series,3985.64859,0,3985.64859,8,2009,1,2008,4,11,30
2008-11-30,Nonmarketable,Government Account Series,113884.08757851,4239862.53018054,4353746.79900135,12,2009,1,2008,4,11,30
2008-11-30,Nonmarketable,Hope Bonds,0,490.597028,490.597028,13,2009,1,2008,4,11,30
2008-11-30,Nonmarketable,Other,2618.49538241,0,2618.49538241,14,2009,1,2008,4,11,30
2008-11-30,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2009,1,2008,4,11,30
2008-11-30,Nonmarketable,State and Local Government Series,253455.15040454,0,253455.15040454,10,2009,1,2008,4,11,30
2008-11-30,Nonmarketable,United States Savings Securities,194216.12836774,0,194216.12836774,11,2009,1,2008,4,11,30
2008-11-30,Total Marketable,_,5798435.24307531,24230,5822665.24307531,6,2009,1,2008,4,11,30
2008-10-31,Nonmarketable,United States Savings Securities,194236.30346886,0,194236.30346886,11,2009,1,2008,4,10,31
2008-10-31,Total Marketable,_,5704139.39379872,25221,5729360.39379872,6,2009,1,2008,4,10,31
